Name,Dots,Lab Topics,Related Tags,Reverse Related Tags,Books,Media,Notes,Organizations,People,Last Edited,Media Highlights,Journal Entries,Places,Organization Job Interest,Job Interest,🗺️ Personal Board
History,,,"https://www.notion.so/Anthropology-0c81775c3fcf448a8912b92f0ff8c18d, https://www.notion.so/Politics-67b870f1af9c4bdfa66e604d9468dcdd, https://www.notion.so/Economics-d0a013d3adac497aa7fc4b2e23922811, https://www.notion.so/Social-Classes-5a6a53496d714189b340c36da30493b1, https://www.notion.so/Research-4ce39e08160748e2968ecbd65814675d, https://www.notion.so/Covid-19-f8f93da2fe9e4fd4b19e059ed07eec9a, https://www.notion.so/Racial-Justice-217317377aec4f66bf6193584eb5a5e7, https://www.notion.so/Judaism-a2ed6bf129bd40bd91b4c4adb5a367e3, https://www.notion.so/The-American-West-088f70129e8e446cb503073a0f93026a, https://www.notion.so/Religion-d58d72517363481e917977b3c38ad212, https://www.notion.so/Journalism-f659243a17734a35862ec1ff772441ae, https://www.notion.so/Conservatism-0e95e4384c004d1899f3eb489f0a35e6, https://www.notion.so/Conspiracy-Theories-0859ed30a8b043c8b0416c248849f698, https://www.notion.so/Black-Empowerment-99ed7a881b09401b9da293cd3dfa0fa5, https://www.notion.so/Futurism-f597df8f78404462bd1ab97e3bfa6269, https://www.notion.so/Strategy-04e423e54c8c465588a73916dd42613a, https://www.notion.so/Maps-33b8fbeb782145769cdb8a6e888747da, https://www.notion.so/Crises-8462e6c1ae9b435c908b3f357b81f69c, https://www.notion.so/Power-Dynamics-45ff59899ffe4512a3d02cc119ea47ce, https://www.notion.so/Social-Science-faf218e22d0a45e68ee6856520fca5b4","https://www.notion.so/Anthropology-0c81775c3fcf448a8912b92f0ff8c18d, https://www.notion.so/Politics-67b870f1af9c4bdfa66e604d9468dcdd, https://www.notion.so/Economics-d0a013d3adac497aa7fc4b2e23922811, https://www.notion.so/Social-Classes-5a6a53496d714189b340c36da30493b1, https://www.notion.so/Research-4ce39e08160748e2968ecbd65814675d, https://www.notion.so/Covid-19-f8f93da2fe9e4fd4b19e059ed07eec9a, https://www.notion.so/Racial-Justice-217317377aec4f66bf6193584eb5a5e7, https://www.notion.so/Judaism-a2ed6bf129bd40bd91b4c4adb5a367e3, https://www.notion.so/The-American-West-088f70129e8e446cb503073a0f93026a, https://www.notion.so/Religion-d58d72517363481e917977b3c38ad212, https://www.notion.so/Journalism-f659243a17734a35862ec1ff772441ae, https://www.notion.so/Conservatism-0e95e4384c004d1899f3eb489f0a35e6, https://www.notion.so/Conspiracy-Theories-0859ed30a8b043c8b0416c248849f698, https://www.notion.so/Black-Empowerment-99ed7a881b09401b9da293cd3dfa0fa5, https://www.notion.so/Futurism-f597df8f78404462bd1ab97e3bfa6269, https://www.notion.so/Strategy-04e423e54c8c465588a73916dd42613a, https://www.notion.so/Maps-33b8fbeb782145769cdb8a6e888747da, https://www.notion.so/Crises-8462e6c1ae9b435c908b3f357b81f69c, https://www.notion.so/Narratives-bea3042b86d74b0e8de3c4f76985fb23, https://www.notion.so/Power-Dynamics-45ff59899ffe4512a3d02cc119ea47ce, https://www.notion.so/Social-Science-faf218e22d0a45e68ee6856520fca5b4",https://www.notion.so/Sapiens-A-Brief-History-Of-Humankind-2b0cc25d994c48aa94da940a4e7753b0,"https://www.notion.so/A-Crisis-Historian-Has-Bad-News-For-Us-c6bce919b9fc4bcab8aeb73c45f01dd8, https://www.notion.so/Chartbook-Index-d58d876092234f8ca0114aeaa5ec5754",,https://www.notion.so/Chartbook-3e6baecafd7c43dab4f646ff1cbe28f9,"https://www.notion.so/Yuval-Noah-Harari-69cc944d31f045b38a4d5c51b84f5ebf, https://www.notion.so/Adam-Tooze-6b275984ff984667a479235ab1c88d1f","August 19, 2022 9:02 PM",,,,,,
Mental Health,,,"https://www.notion.so/Covid-19-f8f93da2fe9e4fd4b19e059ed07eec9a, https://www.notion.so/Racial-Justice-217317377aec4f66bf6193584eb5a5e7, https://www.notion.so/Psychology-c4cd828b37c94e1daded0dc7752ea253, https://www.notion.so/Spirituality-62819bed94944a4d93695069bf65667b, https://www.notion.so/Drug-Addiction-05f0f8e420c3437885b1de0fbe425341, https://www.notion.so/Psychedelics-30e954bac0c74eb486bba0bb1d29b611, https://www.notion.so/Neuroscience-1135a819608f4b26a45d86ecd5ac6d6f, https://www.notion.so/Self-Improvement-624ecd0c6b9b4fe1bb9e0c227c586234, https://www.notion.so/Sports-d6fbc37e011f49e7930fbd798cb27018, https://www.notion.so/Psychological-First-Aid-0240fba9509d41f7a519f7985a12e36c, https://www.notion.so/Friendship-03994961b2864870a1e4aa6048a45938","https://www.notion.so/Covid-19-f8f93da2fe9e4fd4b19e059ed07eec9a, https://www.notion.so/Racial-Justice-217317377aec4f66bf6193584eb5a5e7, https://www.notion.so/Psychology-c4cd828b37c94e1daded0dc7752ea253, https://www.notion.so/Spirituality-62819bed94944a4d93695069bf65667b, https://www.notion.so/Drug-Addiction-05f0f8e420c3437885b1de0fbe425341, https://www.notion.so/Psychedelics-30e954bac0c74eb486bba0bb1d29b611, https://www.notion.so/Neuroscience-1135a819608f4b26a45d86ecd5ac6d6f, https://www.notion.so/Self-Improvement-624ecd0c6b9b4fe1bb9e0c227c586234, https://www.notion.so/Open-Mindedness-336b944e7ced493faea4fab607c5fc14, https://www.notion.so/Psychological-First-Aid-0240fba9509d41f7a519f7985a12e36c, https://www.notion.so/Friendship-03994961b2864870a1e4aa6048a45938",,https://www.notion.so/Story-of-My-Life-How-Narrative-Creates-Personality-The-Atlantic-ad73ce5673394748a0fa790c886a0014,,https://www.notion.so/Koa-Health-1ab0ebaaa6d24719ac2632c6d320f6fc,https://www.notion.so/Oliver-Harrison-b8e2b86c50d949b7916f479b22f128ae,"August 19, 2022 9:02 PM",5,,,,,
Storytelling,,,"https://www.notion.so/Narratives-bea3042b86d74b0e8de3c4f76985fb23, https://www.notion.so/Literature-98ac87aa82bd473ca83ea80a5f911762","https://www.notion.so/Narratives-bea3042b86d74b0e8de3c4f76985fb23, https://www.notion.so/Literature-98ac87aa82bd473ca83ea80a5f911762",,,,,,"August 19, 2022 9:02 PM",,,,,,
Narratives,,,"https://www.notion.so/Literature-98ac87aa82bd473ca83ea80a5f911762, https://www.notion.so/History-108ea17323884ce5bcf3fb0627fa0a16, https://www.notion.so/Storytelling-a1f91ca2dba44e9dab59c65f4d26877e",https://www.notion.so/Storytelling-a1f91ca2dba44e9dab59c65f4d26877e,,https://www.notion.so/Story-of-My-Life-How-Narrative-Creates-Personality-The-Atlantic-ad73ce5673394748a0fa790c886a0014,,,,"August 19, 2022 9:02 PM",5,,,,,
Literature,,,"https://www.notion.so/Science-Fiction-81416088f35d4cefb486bf9db4841b61, https://www.notion.so/Storytelling-a1f91ca2dba44e9dab59c65f4d26877e","https://www.notion.so/Science-Fiction-81416088f35d4cefb486bf9db4841b61, https://www.notion.so/Narratives-bea3042b86d74b0e8de3c4f76985fb23, https://www.notion.so/Storytelling-a1f91ca2dba44e9dab59c65f4d26877e",,"https://www.notion.so/The-Lie-at-the-Heart-of-the-Western-6afc868b608e466d9dd7bad7fa6afabd, https://www.notion.so/Story-of-My-Life-How-Narrative-Creates-Personality-The-Atlantic-ad73ce5673394748a0fa790c886a0014",,,,"August 19, 2022 9:02 PM",5,,,,,
Charts,,,"https://www.notion.so/Data-Science-cb6e06ee354b4b0ea02fa074a9f1b4b4, https://www.notion.so/Human-Information-Interaction-140c90e3db7e438cac7219817d81f387, https://www.notion.so/Visualization-4c266a52792b417584a3972d969b3dfc","https://www.notion.so/Data-Science-cb6e06ee354b4b0ea02fa074a9f1b4b4, https://www.notion.so/Human-Information-Interaction-140c90e3db7e438cac7219817d81f387, https://www.notion.so/Visualization-4c266a52792b417584a3972d969b3dfc",,,,https://www.notion.so/Chartbook-3e6baecafd7c43dab4f646ff1cbe28f9,,"August 19, 2022 9:02 PM",,,,,,
Crises,,,"https://www.notion.so/History-108ea17323884ce5bcf3fb0627fa0a16, https://www.notion.so/Anthropology-0c81775c3fcf448a8912b92f0ff8c18d, https://www.notion.so/Economics-d0a013d3adac497aa7fc4b2e23922811","https://www.notion.so/History-108ea17323884ce5bcf3fb0627fa0a16, https://www.notion.so/Anthropology-0c81775c3fcf448a8912b92f0ff8c18d, https://www.notion.so/Economics-d0a013d3adac497aa7fc4b2e23922811",,https://www.notion.so/A-Crisis-Historian-Has-Bad-News-For-Us-c6bce919b9fc4bcab8aeb73c45f01dd8,,,https://www.notion.so/Adam-Tooze-6b275984ff984667a479235ab1c88d1f,"August 19, 2022 9:02 PM",,,,,,
Architecture,,,"https://www.notion.so/Design-7545135b0fdf4d3eab96a94db3c604f5, https://www.notion.so/Real-Estate-c7732f6c6c7a4ea2bef703082b4917f0, https://www.notion.so/Urban-Life-1f080240c3b0433090b336a4bcae0017, https://www.notion.so/Interior-Design-db3bdc74ee7849bcadaee91ee3ca1e16","https://www.notion.so/Design-7545135b0fdf4d3eab96a94db3c604f5, https://www.notion.so/Real-Estate-c7732f6c6c7a4ea2bef703082b4917f0, https://www.notion.so/Urban-Life-1f080240c3b0433090b336a4bcae0017, https://www.notion.so/Interior-Design-db3bdc74ee7849bcadaee91ee3ca1e16",,https://www.notion.so/The-Curse-of-an-Open-Floor-Plan-c0dbab90b2ce4cc1a4deb27acb938310,,,,"August 19, 2022 9:02 PM",2,,,,,
Human-Information Interaction,,,"https://www.notion.so/Design-7545135b0fdf4d3eab96a94db3c604f5, https://www.notion.so/Information-bfc81abb83a54df992c00590b263976a, https://www.notion.so/Knowledge-Management-2c3c2f362109457c8fcc0b9f7085054e, https://www.notion.so/Charts-14cbde9fe48c46339974288cc077058d","https://www.notion.so/Design-7545135b0fdf4d3eab96a94db3c604f5, https://www.notion.so/Information-bfc81abb83a54df992c00590b263976a, https://www.notion.so/Knowledge-Management-2c3c2f362109457c8fcc0b9f7085054e, https://www.notion.so/Charts-14cbde9fe48c46339974288cc077058d",,,https://www.notion.so/Cherie-W-M-Interface-817a8916f72a4f03ae6e492f7b5c4713,https://www.notion.so/Fermat-dae374239c324bf087fe85c881affa52,https://www.notion.so/Noah-Levin-a429992242dc43a0a5ae8f955efbd2b1,"August 19, 2022 9:02 PM",,,,,,
Visualization,,,"https://www.notion.so/Data-Science-cb6e06ee354b4b0ea02fa074a9f1b4b4, https://www.notion.so/Design-7545135b0fdf4d3eab96a94db3c604f5, https://www.notion.so/Maps-33b8fbeb782145769cdb8a6e888747da, https://www.notion.so/Charts-14cbde9fe48c46339974288cc077058d","https://www.notion.so/Data-Science-cb6e06ee354b4b0ea02fa074a9f1b4b4, https://www.notion.so/Design-7545135b0fdf4d3eab96a94db3c604f5, https://www.notion.so/Maps-33b8fbeb782145769cdb8a6e888747da, https://www.notion.so/Charts-14cbde9fe48c46339974288cc077058d",,"https://www.notion.so/Anatomy-of-an-AI-system-3fe85f1f4c98403f872481aa04583a37, https://www.notion.so/Infographic-509c1c1e961f4b63b8b819512173f266",https://www.notion.so/Cool-visual-mappings-c2c53754013f4409a57f8b4aff3f4c32,https://www.notion.so/Softspace-2a594f1728ad4e2d953dc86c4e2bd720,,"August 19, 2022 9:02 PM",,,,,,
Data Science,,,"https://www.notion.so/Technology-86656c03c3ba4683b5e8964123d1e99a, https://www.notion.so/Innovation-0ef9f4c9495b4581a5d71e3a9803fa72, https://www.notion.so/Artificial-Intelligence-a162df4f78ef457bb28f08b761ff935d, https://www.notion.so/Visualization-4c266a52792b417584a3972d969b3dfc, https://www.notion.so/Charts-14cbde9fe48c46339974288cc077058d","https://www.notion.so/Technology-86656c03c3ba4683b5e8964123d1e99a, https://www.notion.so/Innovation-0ef9f4c9495b4581a5d71e3a9803fa72, https://www.notion.so/Artificial-Intelligence-a162df4f78ef457bb28f08b761ff935d, https://www.notion.so/Visualization-4c266a52792b417584a3972d969b3dfc, https://www.notion.so/Charts-14cbde9fe48c46339974288cc077058d",,,,,https://www.notion.so/Diana-Gremore-69da062dbb0f4f809df46ca695e936a6,"August 19, 2022 9:02 PM",,,,,,
Economics,,https://www.notion.so/The-Creator-Economy-0f604d8acd914b79a515176e44f6abff,"https://www.notion.so/History-108ea17323884ce5bcf3fb0627fa0a16, https://www.notion.so/Social-Classes-5a6a53496d714189b340c36da30493b1, https://www.notion.so/Mergers-Acquisitions-e4066d80b348434ab3279a76decb0bdd, https://www.notion.so/Business-Incentives-b1e434d4c0c749d6972854cd3fe91463, https://www.notion.so/Real-Estate-c7732f6c6c7a4ea2bef703082b4917f0, https://www.notion.so/Investment-dd3e54981d864e928231f1b5b3e5f267, https://www.notion.so/Alternative-Economics-66f56743b335455f971e17bc539a2e48, https://www.notion.so/Mobile-Money-88909158c3cf4d249913da578d0e496e, https://www.notion.so/Research-4ce39e08160748e2968ecbd65814675d, https://www.notion.so/Covid-19-f8f93da2fe9e4fd4b19e059ed07eec9a, https://www.notion.so/Racial-Justice-217317377aec4f66bf6193584eb5a5e7, https://www.notion.so/Politics-67b870f1af9c4bdfa66e604d9468dcdd, https://www.notion.so/Start-Ups-6bfe6628c574477ebd6fc2eaea55b28e, https://www.notion.so/Sustainability-3b9c1d93f0c9423b9351c08f302023bc, https://www.notion.so/Financialization-4779842534e5456ba51184e6d6033ee9, https://www.notion.so/Statistics-6276b2cbab7b4ac483670073ec8ad6c8, https://www.notion.so/Attention-Economy-cb4ab1a91dbb46b08ba83dc0084c56b1, https://www.notion.so/Capitalism-11eb92657705484fbe70ac9a2d93f154, https://www.notion.so/Money-a275baaf315749a3b72a209cc660d5df, https://www.notion.so/Crises-8462e6c1ae9b435c908b3f357b81f69c, https://www.notion.so/Luxury-dec886fc286b4d77887cc7976f1a281e, https://www.notion.so/Marginal-Value-4e717ad75e3b4f59847130c5fec98ed6, https://www.notion.so/Behavioral-Economics-9746b64fe4874f1d8ed8e5ac3f0be391, https://www.notion.so/Inequality-d78f48bb5c6344c69fc52939e6998189, https://www.notion.so/Finance-22707142eb534b069a3c5a85333e0794, https://www.notion.so/Macroeconomics-8b203e28cc0d4af9a222d5c29a8d259c","https://www.notion.so/History-108ea17323884ce5bcf3fb0627fa0a16, https://www.notion.so/Social-Classes-5a6a53496d714189b340c36da30493b1, https://www.notion.so/Mergers-Acquisitions-e4066d80b348434ab3279a76decb0bdd, https://www.notion.so/Business-Incentives-b1e434d4c0c749d6972854cd3fe91463, https://www.notion.so/Real-Estate-c7732f6c6c7a4ea2bef703082b4917f0, https://www.notion.so/Investment-dd3e54981d864e928231f1b5b3e5f267, https://www.notion.so/Alternative-Economics-66f56743b335455f971e17bc539a2e48, https://www.notion.so/Mobile-Money-88909158c3cf4d249913da578d0e496e, https://www.notion.so/Research-4ce39e08160748e2968ecbd65814675d, https://www.notion.so/Covid-19-f8f93da2fe9e4fd4b19e059ed07eec9a, https://www.notion.so/Racial-Justice-217317377aec4f66bf6193584eb5a5e7, https://www.notion.so/Politics-67b870f1af9c4bdfa66e604d9468dcdd, https://www.notion.so/Start-Ups-6bfe6628c574477ebd6fc2eaea55b28e, https://www.notion.so/Sustainability-3b9c1d93f0c9423b9351c08f302023bc, https://www.notion.so/Financialization-4779842534e5456ba51184e6d6033ee9, https://www.notion.so/Statistics-6276b2cbab7b4ac483670073ec8ad6c8, https://www.notion.so/Attention-Economy-cb4ab1a91dbb46b08ba83dc0084c56b1, https://www.notion.so/Capitalism-11eb92657705484fbe70ac9a2d93f154, https://www.notion.so/Money-a275baaf315749a3b72a209cc660d5df, https://www.notion.so/Crises-8462e6c1ae9b435c908b3f357b81f69c, https://www.notion.so/Luxury-dec886fc286b4d77887cc7976f1a281e, https://www.notion.so/Marginal-Value-4e717ad75e3b4f59847130c5fec98ed6, https://www.notion.so/Behavioral-Economics-9746b64fe4874f1d8ed8e5ac3f0be391, https://www.notion.so/Inequality-d78f48bb5c6344c69fc52939e6998189, https://www.notion.so/Finance-22707142eb534b069a3c5a85333e0794, https://www.notion.so/Macroeconomics-8b203e28cc0d4af9a222d5c29a8d259c",https://www.notion.so/The-Alchemy-of-Finance-be24f7ff484b472287d55199bf448664,"https://www.notion.so/The-Birth-of-the-New-American-Aristocracy-16f2a0cddafa406d98ba3e473af9dda4, https://www.notion.so/The-Shift-in-Coachella-Culture-and-Fashion-8c4da75da4f14d359c9aeb0f63804a49, https://www.notion.so/A-Crisis-Historian-Has-Bad-News-For-Us-c6bce919b9fc4bcab8aeb73c45f01dd8, https://www.notion.so/Chartbook-Index-d58d876092234f8ca0114aeaa5ec5754, https://www.notion.so/Haiti-2022-Polycrisis-adc16bc71679425fa506d1fff816fc9b",,https://www.notion.so/Chartbook-3e6baecafd7c43dab4f646ff1cbe28f9,"https://www.notion.so/Jakab-Pilaszanovich-51b256170b224b11a597415e2fa41198, https://www.notion.so/George-Soros-64192ffdd6be4af0ac74f82763bcba41, https://www.notion.so/Adam-Tooze-6b275984ff984667a479235ab1c88d1f","August 19, 2022 9:02 PM",1,,,,,
Interior Design,,,"https://www.notion.so/Architecture-d12d8e30e12a4a0ea2102d24640da31e, https://www.notion.so/Design-7545135b0fdf4d3eab96a94db3c604f5","https://www.notion.so/Architecture-d12d8e30e12a4a0ea2102d24640da31e, https://www.notion.so/Design-7545135b0fdf4d3eab96a94db3c604f5",,https://www.notion.so/The-Curse-of-an-Open-Floor-Plan-c0dbab90b2ce4cc1a4deb27acb938310,,,,"August 19, 2022 9:02 PM",2,,,,,
Ideology,,,"https://www.notion.so/Conservatism-0e95e4384c004d1899f3eb489f0a35e6, https://www.notion.so/Capitalism-11eb92657705484fbe70ac9a2d93f154",https://www.notion.so/Conservatism-0e95e4384c004d1899f3eb489f0a35e6,,"https://www.notion.so/What-Happened-to-Jordan-Peterson-ad5bf1021023458b92aa1f35fcb6c442, https://www.notion.so/How-America-Fractured-Into-Four-Parts-84de5036a0cc43819ef49928424546da",,,,"August 19, 2022 9:02 PM",11,,,,,
Extremism,,,"https://www.notion.so/Racial-Justice-217317377aec4f66bf6193584eb5a5e7, https://www.notion.so/Judaism-a2ed6bf129bd40bd91b4c4adb5a367e3, https://www.notion.so/Politics-67b870f1af9c4bdfa66e604d9468dcdd, https://www.notion.so/Conspiracy-Theories-0859ed30a8b043c8b0416c248849f698","https://www.notion.so/Racial-Justice-217317377aec4f66bf6193584eb5a5e7, https://www.notion.so/Judaism-a2ed6bf129bd40bd91b4c4adb5a367e3, https://www.notion.so/Politics-67b870f1af9c4bdfa66e604d9468dcdd, https://www.notion.so/Conspiracy-Theories-0859ed30a8b043c8b0416c248849f698",,https://www.notion.so/What-Happened-to-American-Conservatism-0e7d424831f24f5b88e7dcd4b916deb0,,https://www.notion.so/PERIL-Polarization-and-Extremism-Research-Innovation-Lab-e754473329c9401fa0c64741ea067c21,https://www.notion.so/Brian-Hughes-4e60e5bd7e4d4d35b5794265f76c3cc5,"August 19, 2022 9:02 PM",3,,,,,
Misinformation,,,"https://www.notion.so/Information-bfc81abb83a54df992c00590b263976a, https://www.notion.so/Journalism-f659243a17734a35862ec1ff772441ae, https://www.notion.so/Media-Studies-dff9a148f7bf42b287ac43cde3cfc525, https://www.notion.so/Democracy-3153e276972c4973aa70fcca44413261","https://www.notion.so/Information-bfc81abb83a54df992c00590b263976a, https://www.notion.so/Media-Studies-dff9a148f7bf42b287ac43cde3cfc525, https://www.notion.so/Journalism-f659243a17734a35862ec1ff772441ae, https://www.notion.so/Democracy-3153e276972c4973aa70fcca44413261",,https://www.notion.so/How-Politics-Poisoned-the-Evangelical-Church-The-Atlantic-7e2bc7ac1f1946f59fdbfda2883fb83a,,,,"August 19, 2022 9:02 PM",5,,,,,
Urban Life,,,"https://www.notion.so/Real-Estate-c7732f6c6c7a4ea2bef703082b4917f0, https://www.notion.so/Anthropology-0c81775c3fcf448a8912b92f0ff8c18d, https://www.notion.so/Social-Classes-5a6a53496d714189b340c36da30493b1, https://www.notion.so/Architecture-d12d8e30e12a4a0ea2102d24640da31e","https://www.notion.so/Real-Estate-c7732f6c6c7a4ea2bef703082b4917f0, https://www.notion.so/Anthropology-0c81775c3fcf448a8912b92f0ff8c18d, https://www.notion.so/Social-Classes-5a6a53496d714189b340c36da30493b1, https://www.notion.so/Architecture-d12d8e30e12a4a0ea2102d24640da31e",,https://www.notion.so/If-we-really-have-passed-peak-London-what-does-that-mean-for-Britain-0b6f932f042c4fae96c19f542a558a81,,,,"August 19, 2022 9:02 PM",,,,,,
Information,,,"https://www.notion.so/Knowledge-Management-2c3c2f362109457c8fcc0b9f7085054e, https://www.notion.so/The-Internet-1cf4c4e9a74d4f1faa6b33223da3f341, https://www.notion.so/Human-Information-Interaction-140c90e3db7e438cac7219817d81f387, https://www.notion.so/Misinformation-074a0549908044a29f530a48a0c1c9ca","https://www.notion.so/Knowledge-Management-2c3c2f362109457c8fcc0b9f7085054e, https://www.notion.so/The-Internet-1cf4c4e9a74d4f1faa6b33223da3f341, https://www.notion.so/Human-Information-Interaction-140c90e3db7e438cac7219817d81f387, https://www.notion.so/Misinformation-074a0549908044a29f530a48a0c1c9ca",,,https://www.notion.so/Cherie-W-M-Interface-817a8916f72a4f03ae6e492f7b5c4713,,,"August 19, 2022 9:02 PM",,,,,,
Music,,,"https://www.notion.so/Music-Business-8afe0ac7fee6408b88b28fe7c50e8432, https://www.notion.so/Independent-Music-b2117f4f6bed4c6d93044a9ba6ce1b66, https://www.notion.so/Streaming-Economics-fc7e4541fb7b43e9bd5431141e82bbfd, https://www.notion.so/Creator-Economy-5ed8aefd5967436e8f6cac56e7dc1d76, https://www.notion.so/Hip-Hop-005532d111974b8c801e1f3fa689c61a, https://www.notion.so/Music-Streaming-c840b33d150b439fbd914fcb2359ef3b, https://www.notion.so/Music-Information-Retrieval-e255e92083114ab38de6c8e5be63f176, https://www.notion.so/Music-Technology-10e5764398424c8db00c54b98746cb0c, https://www.notion.so/Live-Music-6fb3698ee51f4bc884596dd57d07881d, https://www.notion.so/K-Pop-deb4ca654d50421b9726d843b7a44d33","https://www.notion.so/Music-Business-8afe0ac7fee6408b88b28fe7c50e8432, https://www.notion.so/User-Centric-Streaming-215407e84b494b118611d1601dec5bfd, https://www.notion.so/Independent-Music-b2117f4f6bed4c6d93044a9ba6ce1b66, https://www.notion.so/Streaming-Economics-fc7e4541fb7b43e9bd5431141e82bbfd, https://www.notion.so/Creator-Economy-5ed8aefd5967436e8f6cac56e7dc1d76, https://www.notion.so/Hip-Hop-005532d111974b8c801e1f3fa689c61a, https://www.notion.so/Music-Streaming-c840b33d150b439fbd914fcb2359ef3b, https://www.notion.so/Music-Information-Retrieval-e255e92083114ab38de6c8e5be63f176, https://www.notion.so/Music-Technology-10e5764398424c8db00c54b98746cb0c, https://www.notion.so/Live-Music-6fb3698ee51f4bc884596dd57d07881d, https://www.notion.so/K-Pop-deb4ca654d50421b9726d843b7a44d33",,https://www.notion.so/Welcome-to-the-Summer-of-Dancing-and-Darkness-6a382ae82db34252bea94261f7349bde,,,https://www.notion.so/Kat-Rodgers-82c613d0b99d45b78bea04deaa7b1441,"August 19, 2022 9:02 PM",,,,,,
